0,1,2,3,4,5
JAMMU & KASHMIR,2012,Primary,25,44,69
JAMMU & KASHMIR,2012,Middle,47,40,87
JAMMU & KASHMIR,2012,Matriculate/Secondary,58,52,110
JAMMU & KASHMIR,2012,Hr. Secondary/Intermediate/Pre-Universit,17,17,34
JAMMU & KASHMIR,2012,Diploma,3,2,5
JAMMU & KASHMIR,2012,Graduate,5,5,10
JAMMU & KASHMIR,2012,Post Graduate and Above,1,0,1
JAMMU & KASHMIR,2012,Total,192,222,414
JHARKHAND,2001,No Education,84,84,168
JHARKHAND,2001,Primary,23,10,33
JHARKHAND,2001,Middle,19,5,24
JHARKHAND,2001,Matriculate/Secondary,13,5,18
JHARKHAND,2001,Hr. Secondary/Intermediate/Pre-Universit,1,5,6
JHARKHAND,2001,Diploma,0,0,0
JHARKHAND,2001,Graduate,1,0,1
JHARKHAND,2001,Post Graduate and Above,0,0,0
JHARKHAND,2001,Total,141,109,250
JHARKHAND,2002,No Education,65,60,125
JHARKHAND,2002,Primary,12,15,27
JHARKHAND,2002,Middle,12,14,26
JHARKHAND,2002,Matriculate/Secondary,15,4,19
JHARKHAND,2002,Hr. Secondary/Intermediate/Pre-Universit,30,1,31
JHARKHAND,2002,Diploma,2,0,2
JHARKHAND,2002,Graduate,11,25,36
JHARKHAND,2002,Post Graduate and Above,6,0,6
JHARKHAND,2002,Total,153,119,272
JHARKHAND,2003,No Education,64,65,129
JHARKHAND,2003,Primary,14,14,28
JHARKHAND,2003,Middle,13,15,28
JHARKHAND,2003,Matriculate/Secondary,16,5,21
JHARKHAND,2003,Hr. Secondary/Intermediate/Pre-Universit,24,2,26
JHARKHAND,2003,Diploma,3,0,3
JHARKHAND,2003,Graduate,12,18,30
JHARKHAND,2003,Post Graduate and Above,7,0,7
JHARKHAND,2003,Total,153,119,272
JHARKHAND,2004,No Education,73,71,144
JHARKHAND,2004,Primary,29,23,52
JHARKHAND,2004,Middle,21,33,54
JHARKHAND,2004,Matriculate/Secondary,36,22,58
JHARKHAND,2004,Hr. Secondary/Intermediate/Pre-Universit,40,10,50
JHARKHAND,2004,Diploma,5,0,5
JHARKHAND,2004,Graduate,17,23,40
JHARKHAND,2004,Post Graduate and Above,12,2,14
JHARKHAND,2004,Total,233,184,417
JHARKHAND,2005,No Education,112,123,235
JHARKHAND,2005,Primary,106,40,146
JHARKHAND,2005,Middle,85,40,125
JHARKHAND,2005,Matriculate/Secondary,118,48,166
JHARKHAND,2005,Hr. Secondary/Intermediate/Pre-Universit,74,22,96
JHARKHAND,2005,Diploma,4,0,4
JHARKHAND,2005,Graduate,22,10,32
JHARKHAND,2005,Post Graduate and Above,2,2,4
JHARKHAND,2005,Total,523,285,808
JHARKHAND,2006,No Education,151,97,248
JHARKHAND,2006,Primary,102,49,151
JHARKHAND,2006,Middle,98,71,169
JHARKHAND,2006,Matriculate/Secondary,82,75,157
JHARKHAND,2006,Hr. Secondary/Intermediate/Pre-Universit,66,26,92
JHARKHAND,2006,Diploma,4,1,5
JHARKHAND,2006,Graduate,16,15,31
JHARKHAND,2006,Post Graduate and Above,2,1,3
JHARKHAND,2006,Total,521,335,856
JHARKHAND,2007,No Education,286,180,466
JHARKHAND,2007,Primary,127,49,176
JHARKHAND,2007,Middle,185,68,253
JHARKHAND,2007,Matriculate/Secondary,164,52,216
JHARKHAND,2007,Hr. Secondary/Intermediate/Pre-Universit,79,30,109
JHARKHAND,2007,Diploma,8,1,9
JHARKHAND,2007,Graduate,30,27,57
JHARKHAND,2007,Post Graduate and Above,1,2,3
JHARKHAND,2007,Total,880,409,1289
JHARKHAND,2008,No Education,171,120,291
JHARKHAND,2008,Primary,128,48,176
JHARKHAND,2008,Middle,126,50,176
JHARKHAND,2008,Matriculate/Secondary,98,54,152
JHARKHAND,2008,Hr. Secondary/Intermediate/Pre-Universit,51,20,71
JHARKHAND,2008,Diploma,6,0,6
JHARKHAND,2008,Graduate,21,11,32
JHARKHAND,2008,Post Graduate and Above,1,6,7
JHARKHAND,2008,Total,602,309,911
JHARKHAND,2009,No Education,238,106,344
JHARKHAND,2009,Primary,117,80,197
JHARKHAND,2009,Middle,126,78,204
JHARKHAND,2009,Matriculate/Secondary,105,43,148
JHARKHAND,2009,Hr. Secondary/Intermediate/Pre-Universit,119,46,165
JHARKHAND,2009,Diploma,8,0,8
JHARKHAND,2009,Graduate,27,13,40
JHARKHAND,2009,Post Graduate and Above,4,2,6
JHARKHAND,2009,Total,744,368,1112
JHARKHAND,2010,No Education,151,140,291
JHARKHAND,2010,Primary,107,74,181
JHARKHAND,2010,Middle,142,83,225
JHARKHAND,2010,Matriculate/Secondary,171,78,249
JHARKHAND,2010,Hr. Secondary/Intermediate/Pre-Universit,124,45,169
JHARKHAND,2010,Diploma,10,1,11
JHARKHAND,2010,Graduate,29,13,42
JHARKHAND,2010,Post Graduate and Above,61,3,64
JHARKHAND,2010,Total,795,437,1232
JHARKHAND,2011,No Education,148,100,248
JHARKHAND,2011,Primary,138,70,208
JHARKHAND,2011,Middle,149,67,216
JHARKHAND,2011,Matriculate/Secondary,223,76,299
JHARKHAND,2011,Hr. Secondary/Intermediate/Pre-Universit,84,35,119
JHARKHAND,2011,Diploma,8,3,11
JHARKHAND,2011,Graduate,75,36,111
JHARKHAND,2011,Post Graduate and Above,0,0,0
JHARKHAND,2011,Total,825,387,1212
JHARKHAND,2012,No Education,199,130,329
JHARKHAND,2012,Primary,83,83,166
JHARKHAND,2012,Middle,177,128,305
JHARKHAND,2012,Matriculate/Secondary,183,69,252
JHARKHAND,2012,Hr. Secondary/Intermediate/Pre-Universit,144,49,193
JHARKHAND,2012,Diploma,19,9,28
JHARKHAND,2012,Graduate,28,11,39
JHARKHAND,2012,Post Graduate and Above,5,2,7
JHARKHAND,2012,Total,838,481,1319
KARNATAKA,2001,No Education,2640,1550,4190
KARNATAKA,2001,Primary,2059,1006,3065
KARNATAKA,2001,Middle,1485,780,2265
KARNATAKA,2001,Matriculate/Secondary,1051,412,1463
KARNATAKA,2001,Hr. Secondary/Intermediate/Pre-Universit,408,199,607
KARNATAKA,2001,Diploma,87,10,97
KARNATAKA,2001,Graduate,123,47,170
KARNATAKA,2001,Post Graduate and Above,18,6,24
KARNATAKA,2001,Total,7871,4010,11881
KARNATAKA,2002,No Education,2435,1519,3954
KARNATAKA,2002,Primary,2093,1060,3153
KARNATAKA,2002,Middle,1703,731,2434
KARNATAKA,2002,Matriculate/Secondary,1035,456,1491
KARNATAKA,2002,Hr. Secondary/Intermediate/Pre-Universit,572,241,813
KARNATAKA,2002,Diploma,76,74,150
KARNATAKA,2002,Graduate,139,102,241
KARNATAKA,2002,Post Graduate and Above,27,7,34
KARNATAKA,2002,Total,8080,4190,12270
KARNATAKA,2003,No Education,2619,1433,4052
KARNATAKA,2003,Primary,2281,1062,3343
KARNATAKA,2003,Middle,1542,776,2318
KARNATAKA,2003,Matriculate/Secondary,1151,469,1620
KARNATAKA,2003,Hr. Secondary/Intermediate/Pre-Universit,554,184,738
KARNATAKA,2003,Diploma,70,25,95
KARNATAKA,2003,Graduate,135,34,169
KARNATAKA,2003,Post Graduate and Above,23,3,26
KARNATAKA,2003,Total,8375,3986,12361
KARNATAKA,2004,No Education,2159,1263,3422
KARNATAKA,2004,Primary,2173,1008,3181
KARNATAKA,2004,Middle,1729,881,2610
KARNATAKA,2004,Matriculate/Secondary,1184,471,1655
KARNATAKA,2004,Hr. Secondary/Intermediate/Pre-Universit,501,213,714
KARNATAKA,2004,Diploma,49,10,59
KARNATAKA,2004,Graduate,162,51,213
KARNATAKA,2004,Post Graduate and Above,61,22,83
KARNATAKA,2004,Total,8018,3919,11937
KARNATAKA,2005,No Education,2021,1125,3146
KARNATAKA,2005,Primary,2051,1142,3193
KARNATAKA,2005,Middle,1835,832,2667
KARNATAKA,2005,Matriculate/Secondary,1165,480,1645
KARNATAKA,2005,Hr. Secondary/Intermediate/Pre-Universit,456,206,662
KARNATAKA,2005,Diploma,45,17,62
KARNATAKA,2005,Graduate,111,44,155
KARNATAKA,2005,Post Graduate and Above,23,4,27
KARNATAKA,2005,Total,7707,3850,11557
KARNATAKA,2006,No Education,2179,1320,3499
KARNATAKA,2006,Primary,2054,1104,3158
KARNATAKA,2006,Middle,1679,795,2474
KARNATAKA,2006,Matriculate/Secondary,1357,595,1952
KARNATAKA,2006,Hr. Secondary/Intermediate/Pre-Universit,550,288,838
KARNATAKA,2006,Diploma,69,8,77
KARNATAKA,2006,Graduate,142,51,193
KARNATAKA,2006,Post Graduate and Above,18,3,21
KARNATAKA,2006,Total,8048,4164,12212
KARNATAKA,2007,No Education,1979,1190,3169
KARNATAKA,2007,Primary,2348,1171,3519
KARNATAKA,2007,Middle,1712,635,2347
KARNATAKA,2007,Matriculate/Secondary,1522,584,2106
KARNATAKA,2007,Hr. Secondary/Intermediate/Pre-Universit,580,237,817
KARNATAKA,2007,Diploma,78,19,97
KARNATAKA,2007,Graduate,152,65,217
KARNATAKA,2007,Post Graduate and Above,21,11,32
KARNATAKA,2007,Total,8392,3912,12304
KARNATAKA,2008,No Education,1961,1100,3061
KARNATAKA,2008,Primary,2102,1095,3197
KARNATAKA,2008,Middle,1637,708,2345
KARNATAKA,2008,Matriculate/Secondary,1550,684,2234
KARNATAKA,2008,Hr. Secondary/Intermediate/Pre-Universit,605,294,899
KARNATAKA,2008,Diploma,69,16,85
KARNATAKA,2008,Graduate,273,99,372
KARNATAKA,2008,Post Graduate and Above,19,10,29
KARNATAKA,2008,Total,8216,4006,12222
KARNATAKA,2009,No Education,2683,1455,4138
KARNATAKA,2009,Primary,2003,960,2963
KARNATAKA,2009,Middle,1378,542,1920
KARNATAKA,2009,Matriculate/Secondary,1268,625,1893
KARNATAKA,2009,Hr. Secondary/Intermediate/Pre-Universit,576,301,877
KARNATAKA,2009,Diploma,61,20,81
KARNATAKA,2009,Graduate,203,69,272
KARNATAKA,2009,Post Graduate and Above,37,14,51
KARNATAKA,2009,Total,8209,3986,12195
KARNATAKA,2010,No Education,1903,1300,3203
KARNATAKA,2010,Primary,2192,1058,3250
KARNATAKA,2010,Middle,1585,666,2251
KARNATAKA,2010,Matriculate/Secondary,1696,828,2524
KARNATAKA,2010,Hr. Secondary/Intermediate/Pre-Universit,623,285,908
KARNATAKA,2010,Diploma,158,28,186
KARNATAKA,2010,Graduate,218,63,281
KARNATAKA,2010,Post Graduate and Above,32,16,48
KARNATAKA,2010,Total,8407,4244,12651
KARNATAKA,2011,No Education,2111,1301,3412
KARNATAKA,2011,Primary,2138,952,3090
KARNATAKA,2011,Middle,1650,741,2391
KARNATAKA,2011,Matriculate/Secondary,1319,577,1896
KARNATAKA,2011,Hr. Secondary/Intermediate/Pre-Universit,745,344,1089
KARNATAKA,2011,Diploma,143,63,206
KARNATAKA,2011,Graduate,299,127,426
KARNATAKA,2011,Post Graduate and Above,67,45,112
KARNATAKA,2011,Total,8472,4150,12622
KARNATAKA,2012,No Education,2027,1038,3065
KARNATAKA,2012,Primary,2002,993,2995
KARNATAKA,2012,Middle,1806,898,2704
KARNATAKA,2012,Matriculate/Secondary,1435,658,2093
KARNATAKA,2012,Hr. Secondary/Intermediate/Pre-Universit,923,421,1344
KARNATAKA,2012,Diploma,85,19,104
KARNATAKA,2012,Graduate,250,117,367
KARNATAKA,2012,Post Graduate and Above,68,13,81
KARNATAKA,2012,Total,8596,4157,12753
KERALA,2001,No Education,311,186,497
KERALA,2001,Primary,1691,781,2472
KERALA,2001,Middle,2303,923,3226
KERALA,2001,Matriculate/Secondary,1734,582,2316
KERALA,2001,Hr. Secondary/Intermediate/Pre-Universit,512,221,733
KERALA,2001,Diploma,47,8,55
KERALA,2001,Graduate,139,61,200
KERALA,2001,Post Graduate and Above,50,23,73
KERALA,2001,Total,6787,2785,9572
KERALA,2002,No Education,453,207,660
KERALA,2002,Primary,1695,729,2424
KERALA,2002,Middle,2305,755,3060
KERALA,2002,Matriculate/Secondary,1920,693,2613
KERALA,2002,Hr. Secondary/Intermediate/Pre-Universit,540,159,699
KERALA,2002,Diploma,88,20,108
KERALA,2002,Graduate,124,63,187
KERALA,2002,Post Graduate and Above,40,19,59
KERALA,2002,Total,7165,2645,9810
KERALA,2003,No Education,512,260,772
KERALA,2003,Primary,2084,752,2836
KERALA,2003,Middle,2216,703,2919
KERALA,2003,Matriculate/Secondary,1593,539,2132
KERALA,2003,Hr. Secondary/Intermediate/Pre-Universit,375,158,533
KERALA,2003,Diploma,33,19,52
KERALA,2003,Graduate,106,60,166
KERALA,2003,Post Graduate and Above,16,12,28
KERALA,2003,Total,6935,2503,9438
KERALA,2004,No Education,483,244,727
KERALA,2004,Primary,1749,701,2450
KERALA,2004,Middle,2188,683,2871
KERALA,2004,Matriculate/Secondary,1583,561,2144
KERALA,2004,Hr. Secondary/Intermediate/Pre-Universit,433,187,620
KERALA,2004,Diploma,46,16,62
KERALA,2004,Graduate,107,53,160
KERALA,2004,Post Graduate and Above,9,10,19
KERALA,2004,Total,6598,2455,9053
KERALA,2005,No Education,300,178,478
KERALA,2005,Primary,1379,554,1933
KERALA,2005,Middle,2289,678,2967
KERALA,2005,Matriculate/Secondary,2152,659,2811
KERALA,2005,Hr. Secondary/Intermediate/Pre-Universit,550,252,802
KERALA,2005,Diploma,42,13,55
KERALA,2005,Graduate,101,68,169
KERALA,2005,Post Graduate and Above,17,12,29
KERALA,2005,Total,6830,2414,9244
KERALA,2006,No Education,274,160,434
KERALA,2006,Primary,1368,534,1902
KERALA,2006,Middle,2205,707,2912
KERALA,2006,Matriculate/Secondary,1933,670,2603
KERALA,2006,Hr. Secondary/Intermediate/Pre-Universit,613,272,885
KERALA,2006,Diploma,54,12,66
KERALA,2006,Graduate,120,77,197
KERALA,2006,Post Graduate and Above,16,11,27
KERALA,2006,Total,6583,2443,9026
KERALA,2007,No Education,202,142,344
KERALA,2007,Primary,1414,478,1892
KERALA,2007,Middle,2065,657,2722
KERALA,2007,Matriculate/Secondary,2031,671,2702
KERALA,2007,Hr. Secondary/Intermediate/Pre-Universit,610,290,900
KERALA,2007,Diploma,73,33,106
KERALA,2007,Graduate,166,88,254
KERALA,2007,Post Graduate and Above,27,15,42
KERALA,2007,Total,6588,2374,8962
KERALA,2008,No Education,199,102,301
KERALA,2008,Primary,1254,536,1790
KERALA,2008,Middle,1990,636,2626
KERALA,2008,Matriculate/Secondary,1840,742,2582
KERALA,2008,Hr. Secondary/Intermediate/Pre-Universit,601,304,905
KERALA,2008,Diploma,52,21,73
KERALA,2008,Graduate,162,78,240
KERALA,2008,Post Graduate and Above,32,20,52
KERALA,2008,Total,6130,2439,8569
KERALA,2009,No Education,116,61,177
KERALA,2009,Primary,1156,498,1654
KERALA,2009,Middle,2083,625,2708
KERALA,2009,Matriculate/Secondary,1853,740,2593
KERALA,2009,Hr. Secondary/Intermediate/Pre-Universit,841,384,1225
KERALA,2009,Diploma,59,20,79
KERALA,2009,Graduate,182,92,274
KERALA,2009,Post Graduate and Above,32,13,45
KERALA,2009,Total,6322,2433,8755
KERALA,2010,No Education,190,96,286
KERALA,2010,Primary,1339,531,1870
KERALA,2010,Middle,1972,544,2516
KERALA,2010,Matriculate/Secondary,1762,640,2402
KERALA,2010,Hr. Secondary/Intermediate/Pre-Universit,775,319,1094
KERALA,2010,Diploma,66,15,81
KERALA,2010,Graduate,195,82,277
KERALA,2010,Post Graduate and Above,47,13,60
KERALA,2010,Total,6346,2240,8586
KERALA,2011,No Education,100,70,170
KERALA,2011,Primary,1196,489,1685
KERALA,2011,Middle,2020,578,2598
KERALA,2011,Matriculate/Secondary,1774,572,2346
KERALA,2011,Hr. Secondary/Intermediate/Pre-Universit,793,357,1150
KERALA,2011,Diploma,71,25,96
KERALA,2011,Graduate,224,101,325
KERALA,2011,Post Graduate and Above,34,27,61
KERALA,2011,Total,6212,2219,8431
KERALA,2012,No Education,98,57,155
KERALA,2012,Primary,1403,475,1878
KERALA,2012,Middle,1806,470,2276
KERALA,2012,Matriculate/Secondary,1991,591,2582
KERALA,2012,Hr. Secondary/Intermediate/Pre-Universit,736,329,1065
KERALA,2012,Diploma,90,29,119
KERALA,2012,Graduate,246,113,359
KERALA,2012,Post Graduate and Above,39,17,56
KERALA,2012,Total,6409,2081,8490
MADHYA PRADESH,2001,No Education,1008,1259,2267
MADHYA PRADESH,2001,Primary,984,795,1779
MADHYA PRADESH,2001,Middle,714,668,1382
MADHYA PRADESH,2001,Matriculate/Secondary,449,361,810
MADHYA PRADESH,2001,Hr. Secondary/Intermediate/Pre-Universit,288,193,481
MADHYA PRADESH,2001,Diploma,32,7,39
MADHYA PRADESH,2001,Graduate,35,24,59
MADHYA PRADESH,2001,Post Graduate and Above,26,17,43
MADHYA PRADESH,2001,Total,3536,3324,6860
MADHYA PRADESH,2002,No Education,855,1062,1917
MADHYA PRADESH,2002,Primary,983,913,1896
MADHYA PRADESH,2002,Middle,855,685,1540
MADHYA PRADESH,2002,Matriculate/Secondary,503,421,924
MADHYA PRADESH,2002,Hr. Secondary/Intermediate/Pre-Universit,311,206,517
MADHYA PRADESH,2002,Diploma,18,10,28
MADHYA PRADESH,2002,Graduate,42,19,61
MADHYA PRADESH,2002,Post Graduate and Above,12,4,16
MADHYA PRADESH,2002,Total,3579,3320,6899
MADHYA PRADESH,2003,No Education,920,1050,1970
MADHYA PRADESH,2003,Primary,1005,811,1816
MADHYA PRADESH,2003,Middle,704,696,1400
MADHYA PRADESH,2003,Matriculate/Secondary,565,435,1000
MADHYA PRADESH,2003,Hr. Secondary/Intermediate/Pre-Universit,285,185,470
MADHYA PRADESH,2003,Diploma,13,6,19
MADHYA PRADESH,2003,Graduate,42,34,76
MADHYA PRADESH,2003,Post Graduate and Above,4,7,11
MADHYA PRADESH,2003,Total,3538,3224,6762
MADHYA PRADESH,2004,No Education,723,867,1590
MADHYA PRADESH,2004,Primary,862,791,1653
MADHYA PRADESH,2004,Middle,815,669,1484
MADHYA PRADESH,2004,Matriculate/Secondary,650,479,1129
MADHYA PRADESH,2004,Hr. Secondary/Intermediate/Pre-Universit,412,269,681
MADHYA PRADESH,2004,Diploma,25,11,36
MADHYA PRADESH,2004,Graduate,63,33,96
MADHYA PRADESH,2004,Post Graduate and Above,84,42,126
MADHYA PRADESH,2004,Total,3634,3161,6795
MADHYA PRADESH,2005,No Education,754,841,1595
MADHYA PRADESH,2005,Primary,650,642,1292
MADHYA PRADESH,2005,Middle,682,580,1262
MADHYA PRADESH,2005,Matriculate/Secondary,470,348,818
MADHYA PRADESH,2005,Hr. Secondary/Intermediate/Pre-Universit,211,139,350
MADHYA PRADESH,2005,Diploma,24,21,45
MADHYA PRADESH,2005,Graduate,49,16,65
MADHYA PRADESH,2005,Post Graduate and Above,11,10,21
MADHYA PRADESH,2005,Total,2851,2597,5448
MADHYA PRADESH,2006,No Education,948,863,1811
MADHYA PRADESH,2006,Primary,929,792,1721
MADHYA PRADESH,2006,Middle,657,592,1249
MADHYA PRADESH,2006,Matriculate/Secondary,544,387,931
MADHYA PRADESH,2006,Hr. Secondary/Intermediate/Pre-Universit,334,238,572
MADHYA PRADESH,2006,Diploma,28,23,51
MADHYA PRADESH,2006,Graduate,37,29,66
MADHYA PRADESH,2006,Post Graduate and Above,26,8,34
MADHYA PRADESH,2006,Total,3503,2932,6435
MADHYA PRADESH,2007,No Education,855,739,1594
MADHYA PRADESH,2007,Primary,777,740,1517
MADHYA PRADESH,2007,Middle,789,628,1417
MADHYA PRADESH,2007,Matriculate/Secondary,665,473,1138
MADHYA PRADESH,2007,Hr. Secondary/Intermediate/Pre-Universit,321,240,561
MADHYA PRADESH,2007,Diploma,18,18,36
MADHYA PRADESH,2007,Graduate,38,19,57
MADHYA PRADESH,2007,Post Graduate and Above,7,2,9
MADHYA PRADESH,2007,Total,3470,2859,6329
MADHYA PRADESH,2008,No Education,991,922,1913
MADHYA PRADESH,2008,Primary,971,854,1825
MADHYA PRADESH,2008,Middle,947,681,1628
MADHYA PRADESH,2008,Matriculate/Secondary,748,387,1135
MADHYA PRADESH,2008,Hr. Secondary/Intermediate/Pre-Universit,522,366,888
MADHYA PRADESH,2008,Diploma,42,18,60
MADHYA PRADESH,2008,Graduate,107,34,141
MADHYA PRADESH,2008,Post Graduate and Above,37,2,39
MADHYA PRADESH,2008,Total,4365,3264,7629
MADHYA PRADESH,2009,No Education,1132,1100,2232
MADHYA PRADESH,2009,Primary,1149,864,2013
MADHYA PRADESH,2009,Middle,1143,892,2035
MADHYA PRADESH,2009,Matriculate/Secondary,818,573,1391
MADHYA PRADESH,2009,Hr. Secondary/Intermediate/Pre-Universit,627,473,1100
MADHYA PRADESH,2009,Diploma,66,45,111
MADHYA PRADESH,2009,Graduate,71,41,112
MADHYA PRADESH,2009,Post Graduate and Above,94,25,119
MADHYA PRADESH,2009,Total,5100,4013,9113
MADHYA PRADESH,2010,No Education,1149,988,2137
MADHYA PRADESH,2010,Primary,1088,910,1998
MADHYA PRADESH,2010,Middle,1115,863,1978
MADHYA PRADESH,2010,Matriculate/Secondary,937,621,1558
MADHYA PRADESH,2010,Hr. Secondary/Intermediate/Pre-Universit,536,382,918
MADHYA PRADESH,2010,Diploma,83,60,143
MADHYA PRADESH,2010,Graduate,111,59,170
MADHYA PRADESH,2010,Post Graduate and Above,68,33,101
MADHYA PRADESH,2010,Total,5087,3916,9003
MADHYA PRADESH,2011,No Education,1043,905,1948
MADHYA PRADESH,2011,Primary,1156,918,2074
MADHYA PRADESH,2011,Middle,1161,956,2117
MADHYA PRADESH,2011,Matriculate/Secondary,1071,733,1804
MADHYA PRADESH,2011,Hr. Secondary/Intermediate/Pre-Universit,598,447,1045
MADHYA PRADESH,2011,Diploma,68,21,89
MADHYA PRADESH,2011,Graduate,96,37,133
MADHYA PRADESH,2011,Post Graduate and Above,47,2,49
MADHYA PRADESH,2011,Total,5240,4019,9259
MADHYA PRADESH,2012,No Education,1272,1138,2410
MADHYA PRADESH,2012,Primary,1229,817,2046
MADHYA PRADESH,2012,Middle,1205,827,2032
MADHYA PRADESH,2012,Matriculate/Secondary,1143,721,1864
MADHYA PRADESH,2012,Hr. Secondary/Intermediate/Pre-Universit,630,388,1018
MADHYA PRADESH,2012,Diploma,84,26,110
MADHYA PRADESH,2012,Graduate,162,66,228
MADHYA PRADESH,2012,Post Graduate and Above,49,18,67
MADHYA PRADESH,2012,Total,5774,4001,9775
MAHARASHTRA,2001,No Education,1552,1189,2741
MAHARASHTRA,2001,Primary,2478,1471,3949
MAHARASHTRA,2001,Middle,2587,1375,3962
MAHARASHTRA,2001,Matriculate/Secondary,2060,895,2955
MAHARASHTRA,2001,Hr. Secondary/Intermediate/Pre-Universit,448,265,713
MAHARASHTRA,2001,Diploma,78,23,101
MAHARASHTRA,2001,Graduate,102,50,152
MAHARASHTRA,2001,Post Graduate and Above,33,12,45
MAHARASHTRA,2001,Total,9338,5280,14618
MAHARASHTRA,2002,No Education,1650,1141,2791
MAHARASHTRA,2002,Primary,2464,1360,3824
MAHARASHTRA,2002,Middle,2512,1333,3845
MAHARASHTRA,2002,Matriculate/Secondary,2061,943,3004
MAHARASHTRA,2002,Hr. Secondary/Intermediate/Pre-Universit,526,245,771
MAHARASHTRA,2002,Diploma,88,18,106
MAHARASHTRA,2002,Graduate,127,37,164
MAHARASHTRA,2002,Post Graduate and Above,19,5,24
MAHARASHTRA,2002,Total,9447,5082,14529
MAHARASHTRA,2003,No Education,1526,1128,2654
MAHARASHTRA,2003,Primary,2638,1395,4033
MAHARASHTRA,2003,Middle,2546,1228,3774
MAHARASHTRA,2003,Matriculate/Secondary,2265,946,3211
MAHARASHTRA,2003,Hr. Secondary/Intermediate/Pre-Universit,642,213,855
MAHARASHTRA,2003,Diploma,71,12,83
MAHARASHTRA,2003,Graduate,88,22,110
MAHARASHTRA,2003,Post Graduate and Above,34,6,40
MAHARASHTRA,2003,Total,9810,4950,14760
MAHARASHTRA,2004,No Education,1476,1089,2565
MAHARASHTRA,2004,Primary,2681,1382,4063
MAHARASHTRA,2004,Middle,2477,1106,3583
MAHARASHTRA,2004,Matriculate/Secondary,2363,966,3329
MAHARASHTRA,2004,Hr. Secondary/Intermediate/Pre-Universit,695,231,926
MAHARASHTRA,2004,Diploma,75,16,91
MAHARASHTRA,2004,Graduate,116,32,148
MAHARASHTRA,2004,Post Graduate and Above,20,4,24
MAHARASHTRA,2004,Total,9903,4826,14729
MAHARASHTRA,2005,No Education,1423,959,2382
MAHARASHTRA,2005,Primary,2570,1414,3984
MAHARASHTRA,2005,Middle,2634,1190,3824
MAHARASHTRA,2005,Matriculate/Secondary,2143,915,3058
MAHARASHTRA,2005,Hr. Secondary/Intermediate/Pre-Universit,606,262,868
MAHARASHTRA,2005,Diploma,98,20,118
MAHARASHTRA,2005,Graduate,108,48,156
MAHARASHTRA,2005,Post Graduate and Above,21,15,36
MAHARASHTRA,2005,Total,9603,4823,14426
MAHARASHTRA,2006,No Education,1340,923,2263
MAHARASHTRA,2006,Primary,2719,1361,4080
MAHARASHTRA,2006,Middle,3055,1371,4426
MAHARASHTRA,2006,Matriculate/Secondary,2397,987,3384
MAHARASHTRA,2006,Hr. Secondary/Intermediate/Pre-Universit,736,264,1000
MAHARASHTRA,2006,Diploma,86,25,111
MAHARASHTRA,2006,Graduate,157,47,204
MAHARASHTRA,2006,Post Graduate and Above,20,6,26
MAHARASHTRA,2006,Total,10510,4984,15494
MAHARASHTRA,2007,No Education,1334,802,2136
MAHARASHTRA,2007,Primary,2875,1312,4187
MAHARASHTRA,2007,Middle,2913,1365,4278
MAHARASHTRA,2007,Matriculate/Secondary,2334,932,3266
MAHARASHTRA,2007,Hr. Secondary/Intermediate/Pre-Universit,703,275,978
MAHARASHTRA,2007,Diploma,111,24,135
MAHARASHTRA,2007,Graduate,126,52,178
MAHARASHTRA,2007,Post Graduate and Above,24,2,26
MAHARASHTRA,2007,Total,10420,4764,15184
MAHARASHTRA,2008,No Education,1264,736,2000
MAHARASHTRA,2008,Primary,2808,1292,4100
MAHARASHTRA,2008,Middle,2598,1263,3861
MAHARASHTRA,2008,Matriculate/Secondary,2305,881,3186
MAHARASHTRA,2008,Hr. Secondary/Intermediate/Pre-Universit,705,260,965
MAHARASHTRA,2008,Diploma,72,19,91
MAHARASHTRA,2008,Graduate,122,27,149
MAHARASHTRA,2008,Post Graduate and Above,15,7,22
MAHARASHTRA,2008,Total,9889,4485,14374
MAHARASHTRA,2009,No Education,1260,700,1960
MAHARASHTRA,2009,Primary,2465,1140,3605
MAHARASHTRA,2009,Middle,2765,1312,4077
MAHARASHTRA,2009,Matriculate/Secondary,2302,977,3279
MAHARASHTRA,2009,Hr. Secondary/Intermediate/Pre-Universit,746,297,1043
MAHARASHTRA,2009,Diploma,69,26,95
MAHARASHTRA,2009,Graduate,162,55,217
MAHARASHTRA,2009,Post Graduate and Above,16,8,24
MAHARASHTRA,2009,Total,9785,4515,14300
MAHARASHTRA,2010,No Education,1207,694,1901
MAHARASHTRA,2010,Primary,2778,1387,4165
MAHARASHTRA,2010,Middle,2852,1227,4079
MAHARASHTRA,2010,Matriculate/Secondary,2958,1289,4247
MAHARASHTRA,2010,Hr. Secondary/Intermediate/Pre-Universit,778,353,1131
MAHARASHTRA,2010,Diploma,99,33,132
MAHARASHTRA,2010,Graduate,160,61,221
MAHARASHTRA,2010,Post Graduate and Above,26,14,40
MAHARASHTRA,2010,Total,10858,5058,15916
MAHARASHTRA,2011,No Education,1159,694,1853
MAHARASHTRA,2011,Primary,2928,1350,4278
MAHARASHTRA,2011,Middle,2764,1290,4054
MAHARASHTRA,2011,Matriculate/Secondary,2891,1249,4140
MAHARASHTRA,2011,Hr. Secondary/Intermediate/Pre-Universit,881,375,1256
MAHARASHTRA,2011,Diploma,93,35,128
