0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
RAJASTHAN,2002,Fall in Social Reputation,0,5,5,4,0,14,0,0,0,0,0,0,14
RAJASTHAN,2002,Family Problems,5,151,200,105,11,472,1,175,121,36,4,337,809
RAJASTHAN,2002,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2002,Illegitimate Pregnancy,0,0,0,0,0,0,0,5,3,0,0,8,8
RAJASTHAN,2002,Love Affairs,0,16,6,1,0,23,1,27,9,0,0,37,60
RAJASTHAN,2002,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,1,0,0,1,1
RAJASTHAN,2002,Poverty,0,12,17,13,1,43,0,7,9,3,0,19,62
RAJASTHAN,2002,Professional/Career Problem,0,12,16,5,0,33,0,1,2,0,0,3,36
RAJASTHAN,2002,Property Dispute,0,3,8,3,0,14,0,0,6,2,0,8,22
RAJASTHAN,2002,Unemployment,0,23,10,1,0,34,0,0,0,0,0,0,34
RAJASTHAN,2002,Causes Not known,20,135,168,73,25,421,9,102,51,23,6,191,612
RAJASTHAN,2002,Other Causes (Please Specity),30,139,97,61,17,344,12,92,40,17,6,167,511
RAJASTHAN,2002,Total,65,717,763,442,105,2092,30,580,373,147,26,1156,3248
RAJASTHAN,2002,Total Illness,6,102,145,114,45,412,2,43,65,62,10,182,594
RAJASTHAN,2003,Bankruptcy or Sudden change in Economic,0,18,34,34,5,91,0,13,16,6,0,35,126
RAJASTHAN,2003,Suspected/Illicit Relation,0,27,7,1,0,35,0,22,9,0,0,31,66
RAJASTHAN,2003,Cancellation/Non-Settlement of Marriage,0,5,2,2,0,9,0,4,1,0,0,5,14
RAJASTHAN,2003,Not having Children(Barrenness/Impotency,0,0,4,3,0,7,0,9,7,5,0,21,28
RAJASTHAN,2003,Illness (Aids/STD),0,1,1,0,0,2,0,1,0,0,0,1,3
RAJASTHAN,2003,Cancer,0,1,2,3,0,6,0,0,0,0,0,0,6
RAJASTHAN,2003,Paralysis,0,0,1,1,2,4,0,0,1,1,0,2,6
RAJASTHAN,2003,Insanity/Mental Illness,3,72,76,46,15,212,2,33,40,15,10,100,312
RAJASTHAN,2003,Other Prolonged Illness,1,34,71,75,53,234,0,25,42,46,20,133,367
RAJASTHAN,2003,Death of Dear Person,0,4,5,1,0,10,0,3,2,0,0,5,15
RAJASTHAN,2003,Dowry Dispute,0,4,3,0,0,7,0,44,17,1,0,62,69
RAJASTHAN,2003,Divorce,0,1,3,0,0,4,0,5,3,0,0,8,12
RAJASTHAN,2003,Drug Abuse/Addiction,0,41,56,39,7,143,0,0,0,0,0,0,143
RAJASTHAN,2003,Failure in Examination,2,18,1,0,0,21,3,15,0,0,0,18,39
RAJASTHAN,2003,Fall in Social Reputation,1,5,12,3,1,22,1,3,2,2,0,8,30
RAJASTHAN,2003,Family Problems,5,126,198,75,16,420,6,151,114,59,10,340,760
RAJASTHAN,2003,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2003,Illegitimate Pregnancy,0,0,0,0,0,0,0,3,1,0,0,4,4
RAJASTHAN,2003,Love Affairs,0,27,13,2,0,42,1,33,6,2,0,42,84
RAJASTHAN,2003,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2003,Poverty,0,9,16,8,1,34,1,1,6,1,0,9,43
RAJASTHAN,2003,Professional/Career Problem,0,8,20,8,2,38,0,0,1,0,0,1,39
RAJASTHAN,2003,Property Dispute,0,5,12,4,3,24,0,2,6,0,1,9,33
RAJASTHAN,2003,Unemployment,0,23,10,6,3,42,0,1,3,0,1,5,47
RAJASTHAN,2003,Causes Not known,16,137,158,66,29,406,8,91,67,15,9,190,596
RAJASTHAN,2003,Other Causes (Please Specity),38,258,174,73,33,576,14,142,66,15,6,243,819
RAJASTHAN,2003,Total,66,824,879,450,170,2389,36,601,410,168,57,1272,3661
RAJASTHAN,2003,Total Illness,4,108,151,125,70,458,2,59,83,62,30,236,694
RAJASTHAN,2004,Bankruptcy or Sudden change in Economic,0,2,30,26,1,59,0,0,7,4,0,11,70
RAJASTHAN,2004,Suspected/Illicit Relation,0,25,10,1,0,36,0,16,6,1,1,24,60
RAJASTHAN,2004,Cancellation/Non-Settlement of Marriage,0,9,5,2,0,16,0,7,3,0,0,10,26
RAJASTHAN,2004,Not having Children(Barrenness/Impotency,0,5,4,2,0,11,0,5,9,2,0,16,27
RAJASTHAN,2004,Illness (Aids/STD),1,3,2,0,0,6,0,0,0,1,0,1,7
RAJASTHAN,2004,Cancer,0,1,2,1,1,5,0,0,1,2,0,3,8
RAJASTHAN,2004,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2004,Insanity/Mental Illness,3,76,91,61,20,251,0,35,36,33,4,108,359
RAJASTHAN,2004,Other Prolonged Illness,1,15,58,77,19,170,1,8,49,19,10,87,257
RAJASTHAN,2004,Death of Dear Person,0,0,3,1,0,4,0,1,1,1,0,3,7
RAJASTHAN,2004,Dowry Dispute,0,4,5,0,0,9,0,22,10,0,0,32,41
RAJASTHAN,2004,Divorce,0,6,1,0,0,7,0,4,0,0,0,4,11
RAJASTHAN,2004,Drug Abuse/Addiction,0,38,53,15,2,108,0,0,0,0,0,0,108
RAJASTHAN,2004,Failure in Examination,3,19,0,0,0,22,1,14,0,0,0,15,37
RAJASTHAN,2004,Fall in Social Reputation,2,17,13,7,5,44,0,8,7,2,0,17,61
RAJASTHAN,2004,Family Problems,7,172,222,95,8,504,4,187,157,37,10,395,899
RAJASTHAN,2004,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2004,Illegitimate Pregnancy,0,0,0,0,0,0,0,6,2,0,0,8,8
RAJASTHAN,2004,Love Affairs,4,25,13,7,0,49,1,34,8,3,0,46,95
RAJASTHAN,2004,"Physical Abuse (Rape,Incest Etc.)",0,1,3,0,2,6,0,0,0,2,0,2,8
RAJASTHAN,2004,Poverty,0,12,9,9,1,31,0,2,4,3,0,9,40
RAJASTHAN,2004,Professional/Career Problem,0,16,15,5,1,37,0,2,0,0,0,2,39
RAJASTHAN,2004,Property Dispute,0,6,5,7,2,20,0,5,1,3,3,12,32
RAJASTHAN,2004,Unemployment,0,10,11,2,0,23,0,2,1,0,0,3,26
RAJASTHAN,2004,Causes Not known,15,201,193,87,32,528,15,111,51,24,12,213,741
RAJASTHAN,2004,Other Causes (Please Specity),30,188,183,94,45,540,21,73,74,38,12,218,758
RAJASTHAN,2004,Total,66,851,931,499,139,2486,43,542,427,175,52,1239,3725
RAJASTHAN,2004,Total Illness,5,95,153,139,40,432,1,43,86,55,14,199,631
RAJASTHAN,2005,Bankruptcy or Sudden change in Economic,0,8,18,9,1,36,3,1,2,0,0,6,42
RAJASTHAN,2005,Suspected/Illicit Relation,2,13,7,2,0,24,0,5,2,0,0,7,31
RAJASTHAN,2005,Cancellation/Non-Settlement of Marriage,0,7,0,1,0,8,0,3,0,0,0,3,11
RAJASTHAN,2005,Not having Children(Barrenness/Impotency,0,1,2,1,0,4,0,3,8,0,0,11,15
RAJASTHAN,2005,Illness (Aids/STD),0,0,1,0,1,2,0,0,0,0,0,0,2
RAJASTHAN,2005,Cancer,0,0,0,1,0,1,0,0,0,0,0,0,1
RAJASTHAN,2005,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2005,Insanity/Mental Illness,11,83,92,48,12,246,2,37,45,20,4,108,354
RAJASTHAN,2005,Other Prolonged Illness,3,40,72,71,25,211,1,28,31,29,3,92,303
RAJASTHAN,2005,Death of Dear Person,1,1,3,1,0,6,0,8,6,0,0,14,20
RAJASTHAN,2005,Dowry Dispute,0,6,7,0,0,13,0,22,4,0,0,26,39
RAJASTHAN,2005,Divorce,0,5,3,2,0,10,0,7,0,0,0,7,17
RAJASTHAN,2005,Drug Abuse/Addiction,4,41,55,25,3,128,0,0,0,0,0,0,128
RAJASTHAN,2005,Failure in Examination,5,20,0,0,0,25,5,4,0,0,0,9,34
RAJASTHAN,2005,Fall in Social Reputation,0,8,8,0,1,17,3,2,1,0,0,6,23
RAJASTHAN,2005,Family Problems,18,174,253,89,10,544,10,173,151,63,1,398,942
RAJASTHAN,2005,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2005,Illegitimate Pregnancy,0,0,0,0,0,0,0,2,2,0,0,4,4
RAJASTHAN,2005,Love Affairs,1,22,11,0,0,34,1,24,3,0,0,28,62
RAJASTHAN,2005,"Physical Abuse (Rape,Incest Etc.)",0,0,1,0,0,1,0,1,0,0,0,1,2
RAJASTHAN,2005,Poverty,0,4,4,3,2,13,0,3,1,1,0,5,18
RAJASTHAN,2005,Professional/Career Problem,0,6,9,3,1,19,0,0,1,0,0,1,20
RAJASTHAN,2005,Property Dispute,0,5,11,6,2,24,0,0,2,0,1,3,27
RAJASTHAN,2005,Unemployment,0,8,10,6,1,25,0,0,0,0,0,0,25
RAJASTHAN,2005,Causes Not known,23,210,250,154,10,647,14,143,105,51,4,317,964
RAJASTHAN,2005,Other Causes (Please Specity),20,270,308,154,68,820,11,108,99,48,8,274,1094
RAJASTHAN,2005,Total,88,932,1125,576,137,2858,50,574,463,212,21,1320,4178
RAJASTHAN,2005,Total Illness,14,123,165,120,38,460,3,65,76,49,7,200,660
RAJASTHAN,2006,Bankruptcy or Sudden change in Economic,0,8,15,10,3,36,0,1,2,2,2,7,43
RAJASTHAN,2006,Suspected/Illicit Relation,1,8,3,2,0,14,0,6,1,0,0,7,21
RAJASTHAN,2006,Cancellation/Non-Settlement of Marriage,0,7,3,0,0,10,0,5,1,0,0,6,16
RAJASTHAN,2006,Not having Children(Barrenness/Impotency,0,1,1,2,0,4,0,2,3,0,0,5,9
RAJASTHAN,2006,Illness (Aids/STD),0,1,1,0,0,2,0,0,0,0,0,0,2
RAJASTHAN,2006,Cancer,0,0,3,2,0,5,0,1,1,0,0,2,7
RAJASTHAN,2006,Paralysis,0,0,1,0,0,1,0,0,0,0,0,0,1
RAJASTHAN,2006,Insanity/Mental Illness,6,64,92,51,15,228,3,58,46,14,8,129,357
RAJASTHAN,2006,Other Prolonged Illness,0,33,74,65,40,212,0,18,35,40,9,102,314
RAJASTHAN,2006,Death of Dear Person,0,1,4,1,0,6,0,1,2,0,0,3,9
RAJASTHAN,2006,Dowry Dispute,0,4,12,0,0,16,0,27,13,0,0,40,56
RAJASTHAN,2006,Divorce,0,2,4,2,0,8,0,2,4,0,0,6,14
RAJASTHAN,2006,Drug Abuse/Addiction,1,28,47,19,1,96,0,0,0,0,0,0,96
RAJASTHAN,2006,Failure in Examination,3,20,1,0,0,24,3,20,0,0,0,23,47
RAJASTHAN,2006,Fall in Social Reputation,0,7,10,6,1,24,0,2,1,0,0,3,27
RAJASTHAN,2006,Family Problems,5,186,293,114,10,608,7,143,140,29,6,325,933
RAJASTHAN,2006,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2006,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2006,Love Affairs,0,25,11,0,0,36,0,15,4,0,0,19,55
RAJASTHAN,2006,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2006,Poverty,0,2,13,1,0,16,0,0,0,0,0,0,16
RAJASTHAN,2006,Professional/Career Problem,0,4,13,3,1,21,0,0,0,0,0,0,21
RAJASTHAN,2006,Property Dispute,0,4,22,5,1,32,0,0,9,15,0,24,56
RAJASTHAN,2006,Unemployment,0,1,1,0,0,2,0,0,0,0,0,0,2
RAJASTHAN,2006,Causes Not known,7,126,119,54,6,312,9,123,46,13,1,192,504
RAJASTHAN,2006,Other Causes (Please Specity),36,384,429,292,56,1197,24,185,161,73,17,460,1657
RAJASTHAN,2006,Total,59,916,1172,629,134,2910,46,609,469,186,43,1353,4263
RAJASTHAN,2006,Total Illness,6,98,171,118,55,448,3,77,82,54,17,233,681
RAJASTHAN,2007,Bankruptcy or Sudden change in Economic,0,10,22,12,2,46,0,1,4,2,0,7,53
RAJASTHAN,2007,Suspected/Illicit Relation,1,10,3,2,0,16,0,9,4,2,0,15,31
RAJASTHAN,2007,Cancellation/Non-Settlement of Marriage,0,8,2,0,0,10,0,7,0,0,0,7,17
RAJASTHAN,2007,Not having Children(Barrenness/Impotency,0,2,2,3,0,7,0,6,2,1,0,9,16
RAJASTHAN,2007,Illness (Aids/STD),0,0,0,4,0,4,0,1,0,0,0,1,5
RAJASTHAN,2007,Cancer,0,1,3,7,1,12,0,0,2,3,1,6,18
RAJASTHAN,2007,Paralysis,0,5,1,1,0,7,0,0,0,1,0,1,8
RAJASTHAN,2007,Insanity/Mental Illness,3,71,114,65,9,262,1,58,50,21,5,135,397
RAJASTHAN,2007,Other Prolonged Illness,3,31,45,39,25,143,1,17,17,13,8,56,199
RAJASTHAN,2007,Death of Dear Person,0,0,2,7,0,9,0,6,1,3,1,11,20
RAJASTHAN,2007,Dowry Dispute,0,4,4,0,0,8,0,25,12,1,0,38,46
RAJASTHAN,2007,Divorce,0,1,10,0,0,11,0,1,4,0,0,5,16
RAJASTHAN,2007,Drug Abuse/Addiction,2,47,56,25,4,134,0,0,1,0,0,1,135
RAJASTHAN,2007,Failure in Examination,7,21,1,0,0,29,5,15,0,0,0,20,49
RAJASTHAN,2007,Fall in Social Reputation,0,5,9,6,1,21,0,4,3,0,0,7,28
RAJASTHAN,2007,Family Problems,6,201,211,83,12,513,9,159,140,29,2,339,852
RAJASTHAN,2007,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2007,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2007,Love Affairs,0,25,7,0,0,32,0,14,4,0,0,18,50
RAJASTHAN,2007,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2007,Poverty,0,20,11,6,0,37,1,2,5,3,0,11,48
RAJASTHAN,2007,Professional/Career Problem,0,9,9,10,2,30,0,0,2,1,0,3,33
RAJASTHAN,2007,Property Dispute,0,21,11,21,0,53,0,2,4,2,0,8,61
RAJASTHAN,2007,Unemployment,0,9,8,5,2,24,0,0,0,0,0,0,24
RAJASTHAN,2007,Causes Not known,3,146,110,61,7,327,3,76,32,11,1,123,450
RAJASTHAN,2007,Other Causes (Please Specity),53,416,540,348,62,1419,16,141,179,109,17,462,1881
RAJASTHAN,2007,Total,78,1063,1181,705,127,3154,36,544,466,202,35,1283,4437
RAJASTHAN,2007,Total Illness,6,108,163,116,35,428,2,76,69,38,14,199,627
RAJASTHAN,2008,Bankruptcy or Sudden change in Economic,0,12,23,6,3,44,0,6,5,1,1,13,57
RAJASTHAN,2008,Suspected/Illicit Relation,1,12,14,4,0,31,0,13,5,0,0,18,49
RAJASTHAN,2008,Cancellation/Non-Settlement of Marriage,0,8,0,0,0,8,0,1,0,0,0,1,9
RAJASTHAN,2008,Not having Children(Barrenness/Impotency,0,0,2,2,0,4,0,1,4,1,0,6,10
RAJASTHAN,2008,Illness (Aids/STD),0,0,1,1,0,2,0,0,1,0,0,1,3
RAJASTHAN,2008,Cancer,0,0,5,8,1,14,0,1,2,2,1,6,20
RAJASTHAN,2008,Paralysis,0,0,1,1,0,2,0,0,0,1,0,1,3
RAJASTHAN,2008,Insanity/Mental Illness,4,87,133,77,28,329,1,50,51,16,11,129,458
RAJASTHAN,2008,Other Prolonged Illness,7,39,96,94,23,259,2,30,21,18,11,82,341
RAJASTHAN,2008,Death of Dear Person,0,4,0,2,1,7,0,2,2,3,1,8,15
RAJASTHAN,2008,Dowry Dispute,0,6,5,2,0,13,1,34,12,4,0,51,64
RAJASTHAN,2008,Divorce,0,1,5,0,0,6,0,1,1,0,0,2,8
RAJASTHAN,2008,Drug Abuse/Addiction,5,34,73,38,11,161,0,2,2,2,0,6,167
RAJASTHAN,2008,Failure in Examination,0,13,3,0,0,16,2,13,3,0,0,18,34
RAJASTHAN,2008,Fall in Social Reputation,0,4,11,6,2,23,0,4,4,1,0,9,32
RAJASTHAN,2008,Family Problems,9,226,293,120,10,658,15,155,157,56,3,386,1044
RAJASTHAN,2008,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2008,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2008,Love Affairs,0,36,7,0,0,43,0,26,9,16,0,51,94
RAJASTHAN,2008,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,5,2,0,0,7,7
RAJASTHAN,2008,Poverty,0,0,4,7,1,12,0,0,0,0,0,0,12
RAJASTHAN,2008,Professional/Career Problem,0,8,10,7,3,28,0,2,0,1,0,3,31
RAJASTHAN,2008,Property Dispute,6,20,26,10,9,71,0,1,4,1,0,6,77
RAJASTHAN,2008,Unemployment,0,6,11,3,0,20,0,0,0,0,0,0,20
RAJASTHAN,2008,Causes Not known,28,286,341,135,36,826,11,129,101,37,19,297,1123
RAJASTHAN,2008,Other Causes (Please Specity),58,360,351,225,31,1025,36,182,163,70,12,463,1488
RAJASTHAN,2008,Total,118,1162,1415,748,159,3602,68,658,549,230,59,1564,5166
RAJASTHAN,2008,Total Illness,11,126,236,181,52,606,3,81,75,37,23,219,825
RAJASTHAN,2009,Bankruptcy or Sudden change in Economic,0,8,12,11,5,36,0,2,2,1,0,5,41
RAJASTHAN,2009,Suspected/Illicit Relation,1,16,11,2,0,30,0,19,0,0,0,19,49
RAJASTHAN,2009,Cancellation/Non-Settlement of Marriage,0,4,11,0,0,15,0,13,0,0,0,13,28
RAJASTHAN,2009,Not having Children(Barrenness/Impotency,0,1,0,0,0,1,0,0,2,0,0,2,3
RAJASTHAN,2009,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2009,Cancer,0,1,1,0,0,2,0,0,0,1,0,1,3
RAJASTHAN,2009,Paralysis,1,1,2,2,1,7,0,0,0,0,0,0,7
RAJASTHAN,2009,Insanity/Mental Illness,7,108,113,62,23,313,3,53,47,16,10,129,442
RAJASTHAN,2009,Other Prolonged Illness,4,47,86,106,41,284,4,22,30,16,13,85,369
RAJASTHAN,2009,Death of Dear Person,0,2,4,0,1,7,0,5,3,2,1,11,18
RAJASTHAN,2009,Dowry Dispute,0,3,1,2,0,6,0,28,7,2,0,37,43
RAJASTHAN,2009,Divorce,0,8,18,10,1,37,0,0,0,0,0,0,37
RAJASTHAN,2009,Drug Abuse/Addiction,2,39,60,23,4,128,0,1,1,0,0,2,130
RAJASTHAN,2009,Failure in Examination,5,13,0,0,0,18,2,10,1,0,0,13,31
RAJASTHAN,2009,Fall in Social Reputation,0,0,7,6,0,13,0,4,3,0,0,7,20
RAJASTHAN,2009,Family Problems,8,272,329,140,31,780,12,194,176,50,3,435,1215
RAJASTHAN,2009,Ideological Causes/Hero Worshipping,0,1,0,0,0,1,0,1,0,0,0,1,2
RAJASTHAN,2009,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2009,Love Affairs,0,40,10,1,0,51,1,39,18,0,0,58,109
RAJASTHAN,2009,"Physical Abuse (Rape,Incest Etc.)",2,0,0,0,1,3,0,1,0,0,0,1,4
RAJASTHAN,2009,Poverty,0,5,5,2,0,12,0,1,0,0,0,1,13
RAJASTHAN,2009,Professional/Career Problem,0,10,28,11,3,52,0,1,0,0,1,2,54
RAJASTHAN,2009,Property Dispute,0,6,45,33,12,96,0,12,9,5,0,26,122
RAJASTHAN,2009,Unemployment,0,10,10,2,1,23,0,0,0,0,0,0,23
RAJASTHAN,2009,Causes Not known,23,179,185,81,21,489,13,109,71,30,8,231,720
RAJASTHAN,2009,Other Causes (Please Specity),46,386,404,231,40,1107,27,195,178,70,5,475,1582
RAJASTHAN,2009,Total,99,1160,1342,725,185,3511,62,710,548,193,41,1554,5065
RAJASTHAN,2009,Total Illness,12,157,202,170,65,606,7,75,77,33,23,215,821
RAJASTHAN,2010,Bankruptcy or Sudden change in Economic,0,5,13,7,4,29,0,0,0,0,0,0,29
RAJASTHAN,2010,Suspected/Illicit Relation,0,13,11,1,0,25,1,19,6,0,0,26,51
RAJASTHAN,2010,Cancellation/Non-Settlement of Marriage,0,10,5,1,0,16,0,9,5,0,0,14,30
RAJASTHAN,2010,Not having Children(Barrenness/Impotency,0,0,0,1,0,1,0,5,3,1,1,10,11
RAJASTHAN,2010,Illness (Aids/STD),0,0,1,0,0,1,0,0,0,0,0,0,1
RAJASTHAN,2010,Cancer,0,0,1,1,1,3,0,0,0,0,0,0,3
RAJASTHAN,2010,Paralysis,0,0,2,2,0,4,0,0,0,0,0,0,4
RAJASTHAN,2010,Insanity/Mental Illness,10,133,177,84,34,438,3,69,58,27,6,163,601
RAJASTHAN,2010,Other Prolonged Illness,0,22,45,42,22,131,0,15,31,17,3,66,197
RAJASTHAN,2010,Death of Dear Person,0,2,12,19,0,33,0,6,7,5,0,18,51
RAJASTHAN,2010,Dowry Dispute,1,2,1,2,0,6,2,32,6,0,0,40,46
RAJASTHAN,2010,Divorce,0,1,2,0,0,3,0,1,0,0,0,1,4
RAJASTHAN,2010,Drug Abuse/Addiction,0,47,60,35,6,148,0,1,0,1,0,2,150
RAJASTHAN,2010,Failure in Examination,0,39,0,0,0,39,0,17,0,0,0,17,56
RAJASTHAN,2010,Fall in Social Reputation,0,1,5,5,1,12,0,2,2,0,1,5,17
RAJASTHAN,2010,Family Problems,6,276,242,85,30,639,14,232,126,42,4,418,1057
RAJASTHAN,2010,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,1,0,0,0,1,1
RAJASTHAN,2010,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2010,Love Affairs,0,45,27,0,0,72,0,38,13,8,0,59,131
RAJASTHAN,2010,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,3,0,0,0,3,3
RAJASTHAN,2010,Poverty,0,1,3,1,1,6,0,0,1,0,0,1,7
RAJASTHAN,2010,Professional/Career Problem,0,10,31,6,2,49,0,0,0,0,0,0,49
RAJASTHAN,2010,Property Dispute,0,4,46,25,12,87,0,12,8,5,0,25,112
RAJASTHAN,2010,Unemployment,0,9,6,0,0,15,0,0,0,0,0,0,15
RAJASTHAN,2010,Causes Not known,14,161,201,87,16,479,11,94,59,16,7,187,666
RAJASTHAN,2010,Other Causes (Please Specity),59,312,397,334,27,1129,36,145,205,99,14,499,1628
RAJASTHAN,2010,Total,90,1093,1288,738,156,3365,67,701,530,221,36,1555,4920
RAJASTHAN,2010,Total Illness,10,155,226,129,57,577,3,84,89,44,9,229,806
RAJASTHAN,2011,Bankruptcy or Sudden change in Economic,0,4,18,16,3,41,0,1,1,0,0,2,43
RAJASTHAN,2011,Suspected/Illicit Relation,1,21,15,5,2,44,0,17,5,0,0,22,66
RAJASTHAN,2011,Cancellation/Non-Settlement of Marriage,0,10,10,0,0,20,0,12,6,0,0,18,38
RAJASTHAN,2011,Not having Children(Barrenness/Impotency,0,3,2,0,1,6,0,3,1,4,0,8,14
RAJASTHAN,2011,Illness (Aids/STD),0,1,1,0,0,2,0,0,0,0,0,0,2
RAJASTHAN,2011,Cancer,0,0,0,1,0,1,0,0,1,0,0,1,2
RAJASTHAN,2011,Paralysis,0,0,2,1,0,3,0,0,0,0,0,0,3
RAJASTHAN,2011,Insanity/Mental Illness,5,113,136,88,17,359,1,71,48,22,7,149,508
RAJASTHAN,2011,Other Prolonged Illness,1,22,44,53,12,132,0,19,31,14,8,72,204
RAJASTHAN,2011,Death of Dear Person,0,4,3,4,0,11,0,1,6,1,0,8,19
RAJASTHAN,2011,Dowry Dispute,0,2,3,0,0,5,0,20,9,0,0,29,34
RAJASTHAN,2011,Divorce,0,2,4,2,0,8,0,0,0,0,0,0,8
RAJASTHAN,2011,Drug Abuse/Addiction,0,47,69,30,3,149,0,1,0,1,0,2,151
RAJASTHAN,2011,Failure in Examination,1,50,1,1,0,53,1,11,2,0,0,14,67
RAJASTHAN,2011,Fall in Social Reputation,0,0,5,6,0,11,0,1,1,0,0,2,13
RAJASTHAN,2011,Family Problems,9,254,244,116,21,644,13,201,159,54,11,438,1082
RAJASTHAN,2011,Ideological Causes/Hero Worshipping,0,0,1,0,0,1,0,0,0,0,0,0,1
RAJASTHAN,2011,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2011,Love Affairs,0,54,13,5,0,72,0,44,5,0,0,49,121
RAJASTHAN,2011,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,1,1,1
RAJASTHAN,2011,Poverty,0,1,5,0,0,6,0,0,2,0,0,2,8
RAJASTHAN,2011,Professional/Career Problem,0,12,32,10,2,56,0,0,0,0,0,0,56
RAJASTHAN,2011,Property Dispute,0,4,33,25,0,62,0,11,5,4,0,20,82
RAJASTHAN,2011,Unemployment,0,12,11,5,0,28,0,0,0,0,0,0,28
RAJASTHAN,2011,Causes Not known,12,190,179,80,12,473,4,98,62,25,14,203,676
RAJASTHAN,2011,Other Causes (Please Specity),34,343,225,191,36,829,8,126,119,35,4,292,1121
RAJASTHAN,2011,Total,63,1149,1056,639,109,3016,27,637,463,160,45,1332,4348
RAJASTHAN,2011,Total Illness,6,136,183,143,29,497,1,90,80,36,15,222,719
RAJASTHAN,2012,Bankruptcy or Sudden change in Economic,0,4,7,8,2,21,0,1,0,0,0,1,22
RAJASTHAN,2012,Suspected/Illicit Relation,0,19,14,1,0,34,0,14,11,0,0,25,59
RAJASTHAN,2012,Cancellation/Non-Settlement of Marriage,0,8,5,1,0,14,0,7,4,0,0,11,25
RAJASTHAN,2012,Not having Children(Barrenness/Impotency,0,0,5,1,0,6,0,3,4,1,0,8,14
RAJASTHAN,2012,Illness (Aids/STD),1,1,0,0,0,2,0,1,0,0,0,1,3
RAJASTHAN,2012,Cancer,0,0,4,2,0,6,0,0,1,0,0,1,7
RAJASTHAN,2012,Paralysis,0,0,1,0,1,2,0,0,0,0,1,1,3
RAJASTHAN,2012,Insanity/Mental Illness,2,79,121,65,14,281,3,79,52,23,13,170,451
RAJASTHAN,2012,Other Prolonged Illness,4,22,49,35,17,127,0,18,30,12,9,69,196
RAJASTHAN,2012,Death of Dear Person,0,1,0,1,0,2,0,5,4,1,0,10,12
RAJASTHAN,2012,Dowry Dispute,0,2,0,0,0,2,1,34,14,0,0,49,51
RAJASTHAN,2012,Divorce,0,1,3,0,0,4,0,2,2,0,0,4,8
RAJASTHAN,2012,Drug Abuse/Addiction,0,32,68,42,10,152,0,0,0,0,0,0,152
RAJASTHAN,2012,Failure in Examination,0,42,0,0,0,42,2,29,1,0,0,32,74
RAJASTHAN,2012,Fall in Social Reputation,0,4,5,2,2,13,0,1,4,0,1,6,19
RAJASTHAN,2012,Family Problems,9,258,273,182,36,758,6,205,190,68,15,484,1242
RAJASTHAN,2012,Ideological Causes/Hero Worshipping,0,0,0,2,0,2,0,1,2,0,0,3,5
RAJASTHAN,2012,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2012,Love Affairs,0,53,16,6,0,75,3,77,20,3,0,103,178
RAJASTHAN,2012,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2012,Poverty,0,2,5,2,1,10,0,0,0,0,0,0,10
