State/UT,Year,Social Status,Male,Female,Total
MEGHALAYA,2006,Widowed/Widower,2,0,2
MEGHALAYA,2006,Divorcee,0,0,0
MEGHALAYA,2006,Seperated,1,0,1
MEGHALAYA,2006,Total,69,23,92
MEGHALAYA,2007,Never Married,30,14,44
MEGHALAYA,2007,Married,24,12,36
MEGHALAYA,2007,Widowed/Widower,2,0,2
MEGHALAYA,2007,Divorcee,1,0,1
MEGHALAYA,2007,Seperated,3,1,4
MEGHALAYA,2007,Total,60,27,87
MEGHALAYA,2008,Never Married,16,12,28
MEGHALAYA,2008,Married,36,14,50
MEGHALAYA,2008,Widowed/Widower,4,2,6
MEGHALAYA,2008,Divorcee,0,0,0
MEGHALAYA,2008,Seperated,1,0,1
MEGHALAYA,2008,Total,57,28,85
MEGHALAYA,2009,Never Married,15,16,31
MEGHALAYA,2009,Married,37,23,60
MEGHALAYA,2009,Widowed/Widower,6,3,9
MEGHALAYA,2009,Divorcee,8,3,11
MEGHALAYA,2009,Seperated,1,0,1
MEGHALAYA,2009,Total,67,45,112
MEGHALAYA,2010,Never Married,27,12,39
MEGHALAYA,2010,Married,50,15,65
MEGHALAYA,2010,Widowed/Widower,2,1,3
MEGHALAYA,2010,Divorcee,0,0,0
MEGHALAYA,2010,Seperated,1,0,1
MEGHALAYA,2010,Total,80,28,108
MEGHALAYA,2011,Never Married,55,18,73
MEGHALAYA,2011,Married,50,22,72
MEGHALAYA,2011,Widowed/Widower,4,2,6
MEGHALAYA,2011,Divorcee,2,0,2
MEGHALAYA,2011,Seperated,0,0,0
MEGHALAYA,2011,Total,111,42,153
MEGHALAYA,2012,Never Married,30,20,50
MEGHALAYA,2012,Married,58,16,74
MEGHALAYA,2012,Widowed/Widower,2,1,3
MEGHALAYA,2012,Divorcee,0,1,1
MEGHALAYA,2012,Seperated,0,0,0
MEGHALAYA,2012,Total,90,38,128
MIZORAM,2001,Never Married,21,4,25
MIZORAM,2001,Married,18,2,20
MIZORAM,2001,Widowed/Widower,0,0,0
MIZORAM,2001,Divorcee,6,2,8
MIZORAM,2001,Seperated,1,0,1
MIZORAM,2001,Total,46,8,54
MIZORAM,2002,Never Married,15,2,17
MIZORAM,2002,Married,32,7,39
MIZORAM,2002,Widowed/Widower,1,1,2
MIZORAM,2002,Divorcee,4,0,4
MIZORAM,2002,Seperated,4,0,4
MIZORAM,2002,Total,56,10,66
MIZORAM,2003,Never Married,20,2,22
MIZORAM,2003,Married,16,6,22
MIZORAM,2003,Widowed/Widower,0,0,0
MIZORAM,2003,Divorcee,0,0,0
MIZORAM,2003,Seperated,5,3,8
MIZORAM,2003,Total,41,11,52
MIZORAM,2004,Never Married,18,1,19
MIZORAM,2004,Married,26,5,31
MIZORAM,2004,Widowed/Widower,2,1,3
MIZORAM,2004,Divorcee,4,0,4
MIZORAM,2004,Seperated,3,0,3
MIZORAM,2004,Total,53,7,60
MIZORAM,2005,Never Married,17,4,21
MIZORAM,2005,Married,30,4,34
MIZORAM,2005,Widowed/Widower,0,0,0
MIZORAM,2005,Divorcee,0,0,0
MIZORAM,2005,Seperated,0,0,0
MIZORAM,2005,Total,47,8,55
MIZORAM,2006,Never Married,22,3,25
MIZORAM,2006,Married,35,7,42
MIZORAM,2006,Widowed/Widower,0,0,0
MIZORAM,2006,Divorcee,0,0,0
MIZORAM,2006,Seperated,3,0,3
MIZORAM,2006,Total,60,10,70
MIZORAM,2007,Never Married,4,1,5
MIZORAM,2007,Married,3,1,4
MIZORAM,2007,Widowed/Widower,0,1,1
MIZORAM,2007,Divorcee,13,2,15
MIZORAM,2007,Seperated,2,1,3
MIZORAM,2007,Total,22,6,28
MIZORAM,2008,Never Married,12,2,14
MIZORAM,2008,Married,21,2,23
MIZORAM,2008,Widowed/Widower,0,2,2
MIZORAM,2008,Divorcee,0,0,0
MIZORAM,2008,Seperated,2,0,2
MIZORAM,2008,Total,35,6,41
MIZORAM,2009,Never Married,31,4,35
MIZORAM,2009,Married,20,3,23
MIZORAM,2009,Widowed/Widower,2,0,2
MIZORAM,2009,Divorcee,2,0,2
MIZORAM,2009,Seperated,7,0,7
MIZORAM,2009,Total,62,7,69
MIZORAM,2010,Never Married,33,5,38
MIZORAM,2010,Married,16,4,20
MIZORAM,2010,Widowed/Widower,0,0,0
MIZORAM,2010,Divorcee,11,0,11
MIZORAM,2010,Seperated,7,0,7
MIZORAM,2010,Total,67,9,76
MIZORAM,2011,Never Married,27,5,32
MIZORAM,2011,Married,40,5,45
MIZORAM,2011,Widowed/Widower,0,2,2
MIZORAM,2011,Divorcee,9,1,10
MIZORAM,2011,Seperated,1,0,1
MIZORAM,2011,Total,77,13,90
MIZORAM,2012,Never Married,73,14,87
MIZORAM,2012,Married,44,0,44
MIZORAM,2012,Widowed/Widower,4,0,4
MIZORAM,2012,Divorcee,0,0,0
MIZORAM,2012,Seperated,36,2,38
MIZORAM,2012,Total,157,16,173
NAGALAND,2001,Never Married,10,5,15
NAGALAND,2001,Married,15,9,24
NAGALAND,2001,Widowed/Widower,0,1,1
NAGALAND,2001,Divorcee,0,0,0
NAGALAND,2001,Seperated,0,0,0
NAGALAND,2001,Total,25,15,40
NAGALAND,2002,Never Married,9,3,12
NAGALAND,2002,Married,10,4,14
NAGALAND,2002,Widowed/Widower,0,1,1
NAGALAND,2002,Divorcee,0,0,0
NAGALAND,2002,Seperated,0,0,0
NAGALAND,2002,Total,19,8,27
NAGALAND,2003,Never Married,3,1,4
NAGALAND,2003,Married,11,4,15
NAGALAND,2003,Widowed/Widower,0,0,0
NAGALAND,2003,Divorcee,0,0,0
NAGALAND,2003,Seperated,3,0,3
NAGALAND,2003,Total,17,5,22
NAGALAND,2004,Never Married,12,3,15
NAGALAND,2004,Married,13,3,16
NAGALAND,2004,Widowed/Widower,0,0,0
NAGALAND,2004,Divorcee,0,0,0
NAGALAND,2004,Seperated,0,0,0
NAGALAND,2004,Total,25,6,31
NAGALAND,2005,Never Married,10,3,13
NAGALAND,2005,Married,10,2,12
NAGALAND,2005,Widowed/Widower,0,0,0
NAGALAND,2005,Divorcee,0,0,0
NAGALAND,2005,Seperated,1,1,2
NAGALAND,2005,Total,21,6,27
NAGALAND,2006,Never Married,10,3,13
NAGALAND,2006,Married,9,6,15
NAGALAND,2006,Widowed/Widower,0,0,0
NAGALAND,2006,Divorcee,0,0,0
NAGALAND,2006,Seperated,0,0,0
NAGALAND,2006,Total,19,9,28
NAGALAND,2007,Never Married,8,3,11
NAGALAND,2007,Married,9,4,13
NAGALAND,2007,Widowed/Widower,0,0,0
NAGALAND,2007,Divorcee,0,0,0
NAGALAND,2007,Seperated,0,0,0
NAGALAND,2007,Total,17,7,24
NAGALAND,2008,Never Married,14,4,18
NAGALAND,2008,Married,18,6,24
NAGALAND,2008,Widowed/Widower,0,0,0
NAGALAND,2008,Divorcee,0,0,0
NAGALAND,2008,Seperated,0,0,0
NAGALAND,2008,Total,32,10,42
NAGALAND,2009,Never Married,13,2,15
NAGALAND,2009,Married,12,4,16
NAGALAND,2009,Widowed/Widower,0,0,0
NAGALAND,2009,Divorcee,0,0,0
NAGALAND,2009,Seperated,0,0,0
NAGALAND,2009,Total,25,6,31
NAGALAND,2010,Never Married,3,0,3
NAGALAND,2010,Married,8,1,9
NAGALAND,2010,Widowed/Widower,0,0,0
NAGALAND,2010,Divorcee,0,0,0
NAGALAND,2010,Seperated,0,0,0
NAGALAND,2010,Total,11,1,12
NAGALAND,2011,Never Married,10,3,13
NAGALAND,2011,Married,15,5,20
NAGALAND,2011,Widowed/Widower,0,0,0
NAGALAND,2011,Divorcee,0,0,0
NAGALAND,2011,Seperated,0,0,0
NAGALAND,2011,Total,25,8,33
NAGALAND,2012,Never Married,12,4,16
NAGALAND,2012,Married,11,2,13
NAGALAND,2012,Widowed/Widower,0,0,0
NAGALAND,2012,Divorcee,1,0,1
NAGALAND,2012,Seperated,0,0,0
NAGALAND,2012,Total,24,6,30
ODISHA,2001,Never Married,576,503,1079
ODISHA,2001,Married,1294,1181,2475
ODISHA,2001,Widowed/Widower,99,117,216
ODISHA,2001,Divorcee,13,33,46
ODISHA,2001,Seperated,107,129,236
ODISHA,2001,Total,2089,1963,4052
ODISHA,2002,Never Married,688,513,1201
ODISHA,2002,Married,1681,1008,2689
ODISHA,2002,Widowed/Widower,197,133,330
ODISHA,2002,Divorcee,25,33,58
ODISHA,2002,Seperated,40,70,110
ODISHA,2002,Total,2631,1757,4388
ODISHA,2003,Never Married,606,439,1045
ODISHA,2003,Married,1871,1047,2918
ODISHA,2003,Widowed/Widower,166,108,274
ODISHA,2003,Divorcee,40,47,87
ODISHA,2003,Seperated,57,39,96
ODISHA,2003,Total,2740,1680,4420
ODISHA,2004,Never Married,652,396,1048
ODISHA,2004,Married,1806,1097,2903
ODISHA,2004,Widowed/Widower,38,95,133
ODISHA,2004,Divorcee,15,46,61
ODISHA,2004,Seperated,33,37,70
ODISHA,2004,Total,2544,1671,4215
ODISHA,2005,Never Married,839,419,1258
ODISHA,2005,Married,1621,1016,2637
ODISHA,2005,Widowed/Widower,55,99,154
ODISHA,2005,Divorcee,4,39,43
ODISHA,2005,Seperated,35,81,116
ODISHA,2005,Total,2554,1654,4208
ODISHA,2006,Never Married,588,383,971
ODISHA,2006,Married,1686,1178,2864
ODISHA,2006,Widowed/Widower,67,74,141
ODISHA,2006,Divorcee,13,31,44
ODISHA,2006,Seperated,19,26,45
ODISHA,2006,Total,2373,1692,4065
ODISHA,2007,Never Married,792,453,1245
ODISHA,2007,Married,1589,1233,2822
ODISHA,2007,Widowed/Widower,71,92,163
ODISHA,2007,Divorcee,19,23,42
ODISHA,2007,Seperated,17,19,36
ODISHA,2007,Total,2488,1820,4308
ODISHA,2008,Never Married,802,392,1194
ODISHA,2008,Married,2205,1153,3358
ODISHA,2008,Widowed/Widower,74,112,186
ODISHA,2008,Divorcee,20,36,56
ODISHA,2008,Seperated,54,56,110
ODISHA,2008,Total,3155,1749,4904
ODISHA,2009,Never Married,741,468,1209
ODISHA,2009,Married,1645,1118,2763
ODISHA,2009,Widowed/Widower,113,128,241
ODISHA,2009,Divorcee,29,36,65
ODISHA,2009,Seperated,39,48,87
ODISHA,2009,Total,2567,1798,4365
ODISHA,2010,Never Married,633,446,1079
ODISHA,2010,Married,1624,1157,2781
ODISHA,2010,Widowed/Widower,90,111,201
ODISHA,2010,Divorcee,12,47,59
ODISHA,2010,Seperated,71,64,135
ODISHA,2010,Total,2430,1825,4255
ODISHA,2011,Never Married,778,530,1308
ODISHA,2011,Married,1935,1330,3265
ODISHA,2011,Widowed/Widower,216,168,384
ODISHA,2011,Divorcee,17,58,75
ODISHA,2011,Seperated,114,95,209
ODISHA,2011,Total,3060,2181,5241
ODISHA,2012,Never Married,835,563,1398
ODISHA,2012,Married,1911,1361,3272
ODISHA,2012,Widowed/Widower,67,123,190
ODISHA,2012,Divorcee,19,28,47
ODISHA,2012,Seperated,64,56,120
ODISHA,2012,Total,2896,2131,5027
PUNJAB,2001,Never Married,110,34,144
PUNJAB,2001,Married,234,104,338
PUNJAB,2001,Widowed/Widower,25,19,44
PUNJAB,2001,Divorcee,12,42,54
PUNJAB,2001,Seperated,15,53,68
PUNJAB,2001,Total,396,252,648
PUNJAB,2002,Never Married,109,28,137
PUNJAB,2002,Married,266,79,345
PUNJAB,2002,Widowed/Widower,19,1,20
PUNJAB,2002,Divorcee,0,1,1
PUNJAB,2002,Seperated,3,1,4
PUNJAB,2002,Total,397,110,507
PUNJAB,2003,Never Married,127,30,157
PUNJAB,2003,Married,201,78,279
PUNJAB,2003,Widowed/Widower,29,13,42
PUNJAB,2003,Divorcee,68,3,71
PUNJAB,2003,Seperated,81,1,82
PUNJAB,2003,Total,506,125,631
PUNJAB,2004,Never Married,176,37,213
PUNJAB,2004,Married,252,83,335
PUNJAB,2004,Widowed/Widower,62,8,70
PUNJAB,2004,Divorcee,14,1,15
PUNJAB,2004,Seperated,12,0,12
PUNJAB,2004,Total,516,129,645
PUNJAB,2005,Never Married,143,27,170
PUNJAB,2005,Married,297,77,374
PUNJAB,2005,Widowed/Widower,21,2,23
PUNJAB,2005,Divorcee,9,0,9
PUNJAB,2005,Seperated,12,0,12
PUNJAB,2005,Total,482,106,588
PUNJAB,2006,Never Married,187,48,235
PUNJAB,2006,Married,406,104,510
PUNJAB,2006,Widowed/Widower,7,7,14
PUNJAB,2006,Divorcee,4,0,4
PUNJAB,2006,Seperated,6,3,9
PUNJAB,2006,Total,610,162,772
PUNJAB,2007,Never Married,198,68,266
PUNJAB,2007,Married,418,138,556
PUNJAB,2007,Widowed/Widower,7,9,16
PUNJAB,2007,Divorcee,0,0,0
PUNJAB,2007,Seperated,9,0,9
PUNJAB,2007,Total,632,215,847
PUNJAB,2008,Never Married,220,70,290
PUNJAB,2008,Married,404,149,553
PUNJAB,2008,Widowed/Widower,10,6,16
PUNJAB,2008,Divorcee,4,1,5
PUNJAB,2008,Seperated,5,0,5
PUNJAB,2008,Total,643,226,869
PUNJAB,2009,Never Married,218,55,273
PUNJAB,2009,Married,392,146,538
PUNJAB,2009,Widowed/Widower,16,8,24
PUNJAB,2009,Divorcee,1,2,3
PUNJAB,2009,Seperated,8,1,9
PUNJAB,2009,Total,635,212,847
PUNJAB,2010,Never Married,251,74,325
PUNJAB,2010,Married,445,122,567
PUNJAB,2010,Widowed/Widower,14,4,18
PUNJAB,2010,Divorcee,6,1,7
PUNJAB,2010,Seperated,3,0,3
PUNJAB,2010,Total,719,201,920
PUNJAB,2011,Never Married,258,66,324
PUNJAB,2011,Married,485,142,627
PUNJAB,2011,Widowed/Widower,1,3,4
PUNJAB,2011,Divorcee,0,0,0
PUNJAB,2011,Seperated,11,0,11
PUNJAB,2011,Total,755,211,966
PUNJAB,2012,Never Married,299,70,369
PUNJAB,2012,Married,470,169,639
PUNJAB,2012,Widowed/Widower,4,3,7
PUNJAB,2012,Divorcee,1,4,5
PUNJAB,2012,Seperated,10,0,10
PUNJAB,2012,Total,784,246,1030
RAJASTHAN,2001,Never Married,507,323,830
RAJASTHAN,2001,Married,1356,816,2172
RAJASTHAN,2001,Widowed/Widower,57,66,123
RAJASTHAN,2001,Divorcee,10,10,20
RAJASTHAN,2001,Seperated,29,21,50
RAJASTHAN,2001,Total,1959,1236,3195
RAJASTHAN,2002,Never Married,588,280,868
RAJASTHAN,2002,Married,1422,799,2221
RAJASTHAN,2002,Widowed/Widower,45,52,97
RAJASTHAN,2002,Divorcee,12,8,20
RAJASTHAN,2002,Seperated,25,17,42
RAJASTHAN,2002,Total,2092,1156,3248
RAJASTHAN,2003,Never Married,639,306,945
RAJASTHAN,2003,Married,1665,890,2555
RAJASTHAN,2003,Widowed/Widower,62,45,107
RAJASTHAN,2003,Divorcee,9,17,26
RAJASTHAN,2003,Seperated,14,14,28
RAJASTHAN,2003,Total,2389,1272,3661
RAJASTHAN,2004,Never Married,605,243,848
RAJASTHAN,2004,Married,1828,922,2750
RAJASTHAN,2004,Widowed/Widower,35,36,71
RAJASTHAN,2004,Divorcee,7,13,20
RAJASTHAN,2004,Seperated,11,25,36
RAJASTHAN,2004,Total,2486,1239,3725
RAJASTHAN,2005,Never Married,924,256,1180
RAJASTHAN,2005,Married,1869,1015,2884
RAJASTHAN,2005,Widowed/Widower,48,25,73
RAJASTHAN,2005,Divorcee,6,6,12
RAJASTHAN,2005,Seperated,11,18,29
RAJASTHAN,2005,Total,2858,1320,4178
RAJASTHAN,2006,Never Married,871,332,1203
RAJASTHAN,2006,Married,1958,976,2934
RAJASTHAN,2006,Widowed/Widower,34,21,55
RAJASTHAN,2006,Divorcee,9,7,16
RAJASTHAN,2006,Seperated,38,17,55
RAJASTHAN,2006,Total,2910,1353,4263
RAJASTHAN,2007,Never Married,960,264,1224
RAJASTHAN,2007,Married,2112,946,3058
RAJASTHAN,2007,Widowed/Widower,53,37,90
RAJASTHAN,2007,Divorcee,11,13,24
RAJASTHAN,2007,Seperated,18,23,41
RAJASTHAN,2007,Total,3154,1283,4437
RAJASTHAN,2008,Never Married,1043,357,1400
RAJASTHAN,2008,Married,2421,1094,3515
RAJASTHAN,2008,Widowed/Widower,108,74,182
RAJASTHAN,2008,Divorcee,14,14,28
RAJASTHAN,2008,Seperated,16,25,41
RAJASTHAN,2008,Total,3602,1564,5166
RAJASTHAN,2009,Never Married,874,393,1267
RAJASTHAN,2009,Married,2527,1090,3617
RAJASTHAN,2009,Widowed/Widower,77,49,126
RAJASTHAN,2009,Divorcee,7,8,15
RAJASTHAN,2009,Seperated,26,14,40
RAJASTHAN,2009,Total,3511,1554,5065
RAJASTHAN,2010,Never Married,949,390,1339
RAJASTHAN,2010,Married,2300,1101,3401
RAJASTHAN,2010,Widowed/Widower,74,42,116
RAJASTHAN,2010,Divorcee,8,6,14
RAJASTHAN,2010,Seperated,34,16,50
RAJASTHAN,2010,Total,3365,1555,4920
RAJASTHAN,2011,Never Married,776,315,1091
RAJASTHAN,2011,Married,2163,958,3121
RAJASTHAN,2011,Widowed/Widower,47,38,85
RAJASTHAN,2011,Divorcee,8,5,13
RAJASTHAN,2011,Seperated,22,16,38
RAJASTHAN,2011,Total,3016,1332,4348
RAJASTHAN,2012,Never Married,846,429,1275
RAJASTHAN,2012,Married,2273,1082,3355
RAJASTHAN,2012,Widowed/Widower,72,51,123
RAJASTHAN,2012,Divorcee,19,14,33
RAJASTHAN,2012,Seperated,17,18,35
RAJASTHAN,2012,Total,3227,1594,4821
SIKKIM,2001,Never Married,16,14,30
SIKKIM,2001,Married,41,17,58
SIKKIM,2001,Widowed/Widower,2,0,2
SIKKIM,2001,Divorcee,0,0,0
SIKKIM,2001,Seperated,3,1,4
SIKKIM,2001,Total,62,32,94
SIKKIM,2002,Never Married,12,6,18
SIKKIM,2002,Married,29,8,37
SIKKIM,2002,Widowed/Widower,6,3,9
SIKKIM,2002,Divorcee,3,2,5
SIKKIM,2002,Seperated,4,5,9
SIKKIM,2002,Total,54,24,78
SIKKIM,2003,Never Married,26,9,35
SIKKIM,2003,Married,38,26,64
SIKKIM,2003,Widowed/Widower,3,2,5
SIKKIM,2003,Divorcee,0,0,0
SIKKIM,2003,Seperated,1,0,1
SIKKIM,2003,Total,68,37,105
SIKKIM,2004,Never Married,0,1,1
SIKKIM,2004,Married,56,41,97
SIKKIM,2004,Widowed/Widower,0,0,0
SIKKIM,2004,Divorcee,0,0,0
SIKKIM,2004,Seperated,0,0,0
SIKKIM,2004,Total,56,42,98
SIKKIM,2005,Never Married,23,15,38
SIKKIM,2005,Married,38,23,61
SIKKIM,2005,Widowed/Widower,0,5,5
SIKKIM,2005,Divorcee,0,2,2
SIKKIM,2005,Seperated,1,2,3
SIKKIM,2005,Total,62,47,109
SIKKIM,2006,Never Married,37,14,51
SIKKIM,2006,Married,34,30,64
SIKKIM,2006,Widowed/Widower,18,2,20
SIKKIM,2006,Divorcee,0,1,1
SIKKIM,2006,Seperated,9,0,9
SIKKIM,2006,Total,98,47,145
SIKKIM,2007,Never Married,17,7,24
SIKKIM,2007,Married,40,20,60
SIKKIM,2007,Widowed/Widower,7,5,12
SIKKIM,2007,Divorcee,11,2,13
SIKKIM,2007,Seperated,9,4,13
SIKKIM,2007,Total,84,38,122
SIKKIM,2008,Never Married,72,18,90
SIKKIM,2008,Married,138,47,185
SIKKIM,2008,Widowed/Widower,4,4,8
SIKKIM,2008,Divorcee,2,2,4
SIKKIM,2008,Seperated,0,0,0
SIKKIM,2008,Total,216,71,287
SIKKIM,2009,Never Married,49,59,108
SIKKIM,2009,Married,28,29,57
SIKKIM,2009,Widowed/Widower,18,13,31
SIKKIM,2009,Divorcee,9,9,18
SIKKIM,2009,Seperated,18,9,27
SIKKIM,2009,Total,122,119,241
SIKKIM,2010,Never Married,96,15,111
SIKKIM,2010,Married,117,17,134
SIKKIM,2010,Widowed/Widower,10,7,17
SIKKIM,2010,Divorcee,5,2,7
SIKKIM,2010,Seperated,7,4,11
SIKKIM,2010,Total,235,45,280
SIKKIM,2011,Never Married,17,29,46
SIKKIM,2011,Married,82,36,118
SIKKIM,2011,Widowed/Widower,2,7,9
SIKKIM,2011,Divorcee,3,3,6
SIKKIM,2011,Seperated,3,2,5
SIKKIM,2011,Total,107,77,184
SIKKIM,2012,Never Married,23,20,43
SIKKIM,2012,Married,45,45,90
SIKKIM,2012,Widowed/Widower,7,10,17
SIKKIM,2012,Divorcee,13,5,18
SIKKIM,2012,Seperated,8,5,13
SIKKIM,2012,Total,96,85,181
TAMIL NADU,2001,Never Married,1379,795,2174
TAMIL NADU,2001,Married,4944,2833,7777
TAMIL NADU,2001,Widowed/Widower,377,304,681
TAMIL NADU,2001,Divorcee,49,35,84
TAMIL NADU,2001,Seperated,379,195,574
TAMIL NADU,2001,Total,7128,4162,11290
TAMIL NADU,2002,Never Married,1255,817,2072
TAMIL NADU,2002,Married,4863,2817,7680
TAMIL NADU,2002,Widowed/Widower,405,307,712
TAMIL NADU,2002,Divorcee,67,93,160
TAMIL NADU,2002,Seperated,393,227,620
TAMIL NADU,2002,Total,6983,4261,11244
TAMIL NADU,2003,Never Married,1311,914,2225
TAMIL NADU,2003,Married,4900,2963,7863
TAMIL NADU,2003,Widowed/Widower,435,369,804
TAMIL NADU,2003,Divorcee,36,80,116
TAMIL NADU,2003,Seperated,472,392,864
TAMIL NADU,2003,Total,7154,4718,11872
TAMIL NADU,2004,Never Married,1453,1026,2479
TAMIL NADU,2004,Married,5583,3151,8734
TAMIL NADU,2004,Widowed/Widower,481,453,934
TAMIL NADU,2004,Divorcee,92,91,183
TAMIL NADU,2004,Seperated,337,172,509
TAMIL NADU,2004,Total,7946,4893,12839
TAMIL NADU,2005,Never Married,1344,965,2309
TAMIL NADU,2005,Married,5400,2986,8386
TAMIL NADU,2005,Widowed/Widower,417,360,777
TAMIL NADU,2005,Divorcee,92,86,178
TAMIL NADU,2005,Seperated,254,172,426
TAMIL NADU,2005,Total,7507,4569,12076
TAMIL NADU,2006,Never Married,1197,827,2024
TAMIL NADU,2006,Married,5426,3452,8878
TAMIL NADU,2006,Widowed/Widower,399,288,687
TAMIL NADU,2006,Divorcee,70,65,135
TAMIL NADU,2006,Seperated,417,240,657
TAMIL NADU,2006,Total,7509,4872,12381
TAMIL NADU,2007,Never Married,1385,870,2255
TAMIL NADU,2007,Married,6277,3631,9908
TAMIL NADU,2007,Widowed/Widower,462,303,765
TAMIL NADU,2007,Divorcee,81,68,149
TAMIL NADU,2007,Seperated,482,252,734
TAMIL NADU,2007,Total,8687,5124,13811
TAMIL NADU,2008,Never Married,1442,914,2356
TAMIL NADU,2008,Married,6534,3814,10348
TAMIL NADU,2008,Widowed/Widower,481,318,799
TAMIL NADU,2008,Divorcee,84,71,155
TAMIL NADU,2008,Seperated,502,265,767
TAMIL NADU,2008,Total,9043,5382,14425
TAMIL NADU,2009,Never Married,1514,976,2490
TAMIL NADU,2009,Married,6373,3902,10275
TAMIL NADU,2009,Widowed/Widower,332,249,581
TAMIL NADU,2009,Divorcee,64,68,132
TAMIL NADU,2009,Seperated,667,279,946
TAMIL NADU,2009,Total,8950,5474,14424
TAMIL NADU,2010,Never Married,1861,1131,2992
TAMIL NADU,2010,Married,7423,4027,11450
TAMIL NADU,2010,Widowed/Widower,432,280,712
TAMIL NADU,2010,Divorcee,120,133,253
TAMIL NADU,2010,Seperated,716,438,1154
TAMIL NADU,2010,Total,10552,6009,16561
TAMIL NADU,2011,Never Married,1990,1040,3030
TAMIL NADU,2011,Married,7350,3919,11269
TAMIL NADU,2011,Widowed/Widower,177,279,456
TAMIL NADU,2011,Divorcee,38,70,108
TAMIL NADU,2011,Seperated,727,373,1100
TAMIL NADU,2011,Total,10282,5681,15963
TAMIL NADU,2012,Never Married,1614,985,2599
TAMIL NADU,2012,Married,8122,4315,12437
TAMIL NADU,2012,Widowed/Widower,311,295,606
TAMIL NADU,2012,Divorcee,39,85,124
TAMIL NADU,2012,Seperated,662,499,1161
TAMIL NADU,2012,Total,10748,6179,16927
TRIPURA,2001,Never Married,157,96,253
TRIPURA,2001,Married,270,250,520
TRIPURA,2001,Widowed/Widower,12,19,31
TRIPURA,2001,Divorcee,6,10,16
TRIPURA,2001,Seperated,18,16,34
TRIPURA,2001,Total,463,391,854
TRIPURA,2002,Never Married,186,93,279
TRIPURA,2002,Married,227,129,356
TRIPURA,2002,Widowed/Widower,32,31,63
TRIPURA,2002,Divorcee,8,7,15
TRIPURA,2002,Seperated,40,26,66
TRIPURA,2002,Total,493,286,779
TRIPURA,2003,Never Married,257,54,311
TRIPURA,2003,Married,219,295,514
TRIPURA,2003,Widowed/Widower,7,0,7
TRIPURA,2003,Divorcee,2,2,4
TRIPURA,2003,Seperated,3,5,8
TRIPURA,2003,Total,488,356,844
TRIPURA,2004,Never Married,189,136,325
TRIPURA,2004,Married,207,177,384
TRIPURA,2004,Widowed/Widower,25,20,45
TRIPURA,2004,Divorcee,4,4,8
TRIPURA,2004,Seperated,8,0,8
TRIPURA,2004,Total,433,337,770
TRIPURA,2005,Never Married,132,94,226
TRIPURA,2005,Married,202,162,364
TRIPURA,2005,Widowed/Widower,39,32,71
TRIPURA,2005,Divorcee,18,18,36
TRIPURA,2005,Seperated,10,8,18
TRIPURA,2005,Total,401,314,715
TRIPURA,2006,Never Married,193,147,340
TRIPURA,2006,Married,229,154,383
TRIPURA,2006,Widowed/Widower,6,36,42
TRIPURA,2006,Divorcee,0,0,0
TRIPURA,2006,Seperated,0,0,0
TRIPURA,2006,Total,428,337,765
TRIPURA,2007,Never Married,87,80,167
TRIPURA,2007,Married,323,194,517
TRIPURA,2007,Widowed/Widower,9,12,21
TRIPURA,2007,Divorcee,0,0,0
TRIPURA,2007,Seperated,0,0,0
TRIPURA,2007,Total,419,286,705
TRIPURA,2008,Never Married,99,60,159
TRIPURA,2008,Married,343,241,584
TRIPURA,2008,Widowed/Widower,0,9,9
TRIPURA,2008,Divorcee,0,0,0
TRIPURA,2008,Seperated,0,0,0
TRIPURA,2008,Total,442,310,752
TRIPURA,2009,Never Married,132,78,210
TRIPURA,2009,Married,324,185,509
TRIPURA,2009,Widowed/Widower,8,8,16
TRIPURA,2009,Divorcee,0,0,0
TRIPURA,2009,Seperated,3,0,3
TRIPURA,2009,Total,467,271,738
TRIPURA,2010,Never Married,95,97,192
TRIPURA,2010,Married,346,178,524
TRIPURA,2010,Widowed/Widower,0,9,9
TRIPURA,2010,Divorcee,0,0,0
TRIPURA,2010,Seperated,0,0,0
TRIPURA,2010,Total,441,284,725
TRIPURA,2011,Never Married,93,76,169
TRIPURA,2011,Married,332,162,494
TRIPURA,2011,Widowed/Widower,0,4,4
TRIPURA,2011,Divorcee,0,0,0
TRIPURA,2011,Seperated,22,14,36
TRIPURA,2011,Total,447,256,703
TRIPURA,2012,Never Married,144,73,217
TRIPURA,2012,Married,387,186,573
TRIPURA,2012,Widowed/Widower,9,11,20
TRIPURA,2012,Divorcee,0,0,0
TRIPURA,2012,Seperated,20,14,34
TRIPURA,2012,Total,560,284,844
UTTAR PRADESH,2001,Never Married,376,381,757
UTTAR PRADESH,2001,Married,1294,1184,2478
UTTAR PRADESH,2001,Widowed/Widower,75,75,150
UTTAR PRADESH,2001,Divorcee,17,16,33
UTTAR PRADESH,2001,Seperated,39,59,98
UTTAR PRADESH,2001,Total,1801,1715,3516
UTTAR PRADESH,2002,Never Married,578,410,988
UTTAR PRADESH,2002,Married,1490,1302,2792
UTTAR PRADESH,2002,Widowed/Widower,158,145,303
UTTAR PRADESH,2002,Divorcee,45,24,69
UTTAR PRADESH,2002,Seperated,55,43,98
UTTAR PRADESH,2002,Total,2326,1924,4250
UTTAR PRADESH,2003,Never Married,523,375,898
UTTAR PRADESH,2003,Married,1328,1163,2491
